id,name,type,model,description,price,length_cm,height_cm,width_cm,weight_kg,technical_specs,technical_doc,confidence_score,retries_number
01K095SZ9HN29WREA5J1HRWQB8,GALLIEN-KRUEGER - FUSION 550,Tête Basse,FUSION 550,"Le Gallien-Krueger Fusion 550 est une tête d'ampli basse hybride combinant la chaleur d'un préampli à tubes en six étages avec la puissance rapide et punchy d'un amplificateur de puissance solide de 500 W. Doté d'un système bi-amplifié avec un canal supplémentaire de 50 W pour le tweeter, il offre une égalisation active 4 bandes, un contrôle de contour réglable, et des commandes motorisées mémorisables, pour une grande flexibilité sonore et une réponse dynamique très musicale. Ce modèle incarne l'innovation GK en alliant clarté, richesse harmonique et puissance compacte dans un format rack 3U.",1300,48.3,26.0,13.3,11.3,"{'Puissance': '500 W à 4 ohms, 350 W à 8 ohms', 'Puissance Horn Bi-Amp': '50 W', 'Type de préampli': 'Préampli à 3 tubes 12AX7 (6 étapes)', 'Amplificateur de puissance': 'Classe G, haute courant, technologie hybride (tube + transistor)', 'Égaliseur': 'Égaliseur actif 4 bandes avec contrôle Contour variable et sélection de fréquence médium (500-800 Hz)', 'Réponse en fréquence': '31 Hz - 19 kHz', 'Connectique': 'Entrée jack 1/4"" avec commutateur actif/passif (-14 dB), 2 sorties SpeakON pour bi-amplification, 2 sorties jack 1/4"" full range, boucle d\'effets, sortie tuner, DI active avec contrôle de niveau pré/post et switch masse', 'Fonctions additionnelles': 'Deux canaux avec réglages motorisés rappelables via footswitch, commutateurs Deep et Bright, interrupteur muet, ventilateur arrière à contrôle thermique'}",https://www.gallien-krueger.com/fusion-550-specs,93.88,1
01K095T1WAPJSC36JXYEAPRCNV,GALLIEN-KRUEGER - RB700,Tête Basse,RB700,"Le Gallien-Krueger 700RB est une tête d'amplificateur basse solide et fiable, offrant 480 watts à 4 ohms avec une technologie Bi-Amp innovante qui sépare l'amplification du woofer et du tweeter pour une clarté et une précision exceptionnelles. Il dispose d’un égaliseur 4 bandes actif avec des filtres de présence et de contour pour un modelage tonal précis, adapté aux bassistes professionnels et aux tournées. Compact et puissant, il est reconnu pour son punch et sa réponse musicale dynamique.",480,44.45,8.89,20.32,8.38,"{'Puissance principale': '480 W à 4 Ω, 320 W à 8 Ω', 'Puissance bi-amp (horn)': '50 W à 8 Ω', 'Type de préamplificateur': 'Solide-state (circuit intégré)', 'EQ actif': '4 bandes avec filtres de voicing', 'Égalisation spécifique': {'Basses': '±10 dB à 60 Hz', 'Contour': '+2 dB à 50 Hz / -10 dB à 500 Hz / +3 dB à 7 kHz', 'Présence': '+9 dB à 10 kHz', 'Basses 4/5 cordes': '+11 dB à 20 Hz', 'Aigus': '+12 dB / -17 dB à 7 kHz'}, 'Crossover': 'Triple pole constant voltage à 5 kHz', 'Connectique': 'Sorties enceintes 1/4"" et SpeakOn pour bi-amp, sortie DI XLR avec ground lift et pré/post EQ', 'Fonctions complémentaires': ""Boucle d'effets, sortie accordeur avec mute, pad -10 dB, voyant clip, ventilation variable"", 'Rapport signal/bruit': 'Plus de 90 dB (entrée ultra faible bruit)', 'Protection': 'Protection short circuit, thermique et RF, stable sur charges réactives et non appariées', 'Consommation électrique': 'Environ 230 W en usage moyen', 'Poids': 'Environ 8 kg'}",https://static1.squarespace.com/static/52d881e0e4b093afad1a2ae2/t/54a31083e4b01142025c9b56/1419972739424/700rb_1001rb.pdf,92.6,1
01K095T4CXYXE26GTGCGQD6RP9,GALLIEN-KRUEGER - RB800,Tête Basse,RB800,"Le Gallien-Krueger RB800 est une tête d'ampli basse légendaire reconnue pour sa conception bi-amplifiée avec un crossover réglable, séparant l'amplification des basses et des aigus pour un contrôle précis du son. Son equaliseur actif 4 bandes et ses filtres de tonalité dédiés permettent de sculpter facilement un son clair, puissant et articulé. Cette polyvalence en fait un choix prisé des bassistes professionnels pour la puissance et la clarté qu'il offre.",999,0,0,0,0,"{'Puissance': '300W à 4 Ohms (basse), 100W à 8 Ohms (aigus)', ""Type d'amplification"": 'Bi-amplification avec crossover réglable', 'Égalisation': 'Égaliseur actif 4 bandes', 'Filtres de tonalité': 'Filtres de voix Low Cut, Mid Contour, High Boost', 'Contrôles supplémentaires': 'Boost avec commande au pied, Master volume pour chaque ampli (bas et haut), contrôle de crossover', 'Sorties haut-parleur': 'Sorties séparées pour amplificateurs basse et aigus', 'Sortie DI': 'Symétrique avec pré/post EQ', ""Boucle d'effets"": 'Incluse', 'Entrée auxiliaire': 'Oui', 'Connectique': 'Entrée instrument jack 1/4"", sorties HP jack 1/4"", sortie DI XLR symétrique', 'Dimensions': 'Rack 19"", environ 17.5\'\' largeur, 5.25\'\' hauteur, 9.5\'\' profondeur', 'Poids': 'Environ 10.4 kg', 'Particularités': 'Légendaire tête d’amplification à transistor, son clair et punchy, architecture bi-amp pour une grande précision dans les fréquences graves et aiguës'}",https://www.gallien-krueger.com/wp-content/uploads/legacy-docs/manuals/800RB_manual.pdf,80.0,6
01K095T6YFCNA3FS7Q0NZEZSQC,GALLIEN-KRUEGER  - RB1001,Tête Basse,RB1001,"Le Gallien-Krueger 1001RB est un ampli basse Class H puissant jusqu'à 700 watts RMS (plus 50 watts pour le tweeter), très apprécié pour sa solidité, sa polyvalence et sa clarté sonore. Il intègre un égaliseur actif 4 bandes, des filtres de voicing (contour, présence) et un boost avec effet valve (GIVE) pour sculpter finement le son. Compact et léger (22 lbs), il offre une connectique complète avec sortie XLR, boucle d’effets, et bi-amp, idéal pour les concerts et enregistrement. Son design robuste garantit une grande fiabilité sur scène.",1200,48.3,8.9,20.3,10.0,"{'Puissance de sortie': '700 W RMS à 4 Ω + 50 W pour le tweeter (bi-amp)', ""Classe d'amplification"": 'Classe H', 'Égalisation': 'Égaliseur actif 4 bandes avec contrôle Contour, Presence et voicing spécifique pour 4 ou 5 cordes', 'Filtres de tonalité': '3 filtres sélectionnables (Bump, Contour, Presence)', 'Boost': 'Boost avec effet Gate Valve Induced Effect (GIVE)', 'Entrées': '1 x jack 1/4"" instrument, 1 x jack 1/8"" auxiliaire', 'Sorties': '2 x SpeakON, 2 x jack 1/4"" haut-parleur, 1 x XLR direct out, 1 x jack 1/4"" tuner', ""Boucle d'effets"": 'Oui, avec niveau, lift de masse et pré/post XLR', 'Simulateur de Cabinet': 'Oui, pour sortie DI', 'Limiteur': 'Réglable', 'Refroidissement': 'Ventilateur interne à vitesse variable', 'Poids': 'Environ 10 kg (22 lbs)', 'Dimensions (LxHxP)': '48.3 x 8.9 x 20.3 cm', 'Consommation': 'Env. 317 W en usage moyen'}",https://www.gallien-krueger.com/rb-legacy,92.96,1
01K095T9HBJMJCKP59E4HF112F,GALLIEN-KRUEGER - RB2001,Tête Basse,RB2001,"Le Gallien-Krueger 2001RB est une tête d'amplificateur basse professionnelle offrant 1080 W de puissance en configuration dual mono, avec deux canaux indépendants (clean et overdrive) équipés d’un égaliseur actif 4 bandes à Q variable pour un réglage précis du son. Il intègre également un système Horn Bi-Amp avec un amplificateur dédié de 50 W pour rendre les aigus clairs et puissants, même à fort volume, et propose des filtres de tonalité avancés et une grande flexibilité pour une maîtrise complète du son. Ce modèle assure un son riche, puissant et articulé, idéal pour les bassistes exigeants recherchant polyvalence et performance.",1600,48.3,13.3,30.5,18.2,"{""Type d'amplificateur"": 'Solide-état (Solid-State)', 'Nombre de canaux': '2 (Clean et Overdrive)', 'Puissance de sortie': '2 x 540 W @ 2 Ohms, 2 x 360 W @ 4 Ohms, 2 x 240 W @ 8 Ohms en mode stéréo', 'Puissance en mode ponté': '1080 W @ 4 Ohms, 650 W @ 8 Ohms', 'Amplificateur Tweeter': '50 W @ 4 Ohms (Horn Bi-Amp system)', 'Égaliseur': 'Égaliseur actif 4 bandes avec Q variable', ""Plage de l'égaliseur"": {'Bass': '+10 dB @ 60 Hz', 'Low Mid': '+6 dB / -10 dB @ 250 Hz', 'High Mid': '+6 dB / -10 dB @ 1 kHz', 'Treble': '+14 dB @ 7 kHz'}, 'Filtres de coloration (voicing filters)': 'Contour, Presence, 4-string / 5-string voicing', 'Technologie spéciale': 'Horn Bi-Amp avec amplificateur tweeter dédié pour une clarté des hautes fréquences', 'Système de refroidissement': 'Ventilateurs à vitesse variable en fonction de la charge', 'Protection': 'Protection complète contre les courts-circuits, thermique et radio fréquence', 'Connectique': ""Sorties haut-parleur stéréo avant et pontées, entrée instrument, sortie directe, sortie send/return pour boucle d'effets"", 'Contrôles': 'Level, Gain, Edge (overdrive channel), Bottom (overdrive channel), Égaliseur, switch channel, mute', 'Dimensions (approx.)': '48.3 cm x 13.3 cm x 30.5 cm', 'Poids': '18.2 kg'}",https://www.scribd.com/document/407240835/160-0290-B-2001RB-Complete-Manual-pdf,96.01,4
01K095TC3PRREAY3SEYSPTTMMN,HARTKE - HA3500,Tête Basse,HA3500,"Le Hartke HA3500 est un ampli basse polyvalent délivrant 350 watts sous 4 ohms, doté de préamplis tube et à transistors sélectionnables, d’un égaliseur graphique 10 bandes et de contrôles de tonalité précis, offrant ainsi une grande flexibilité sonore pour s’adapter à tous styles de musique. Sa sortie directe équilibrée optimise les performances en live et en studio, tandis que son design robuste garantit une fiabilité sur scène.",1200,48.3,10.2,38.1,7.0,"{'Puissance': '350 watts à 4 ohms, 240 watts à 8 ohms', 'Préamplificateur': 'Sélectionnable entre lampe (tube) et état solide', 'Entrées': 'Entrée active 100 kOhms, 60 mV; entrée passive 100 kOhms, 20 mV', 'Egaliseur graphique': '10 bandes, ±15 dB aux fréquences 30 Hz, 64 Hz, 125 Hz, 250 Hz, 500 Hz, 1 kHz, 2 kHz, 3 kHz, 5 kHz, 8 kHz', 'Contrôles de contour': 'Bass et treble contour, ±18 dB à 100 Hz (low pass) et ±18 dB à 10 kHz (high pass)', 'Compression': 'Compresseur avec réglage de seuil et ratio', 'Sortie directe': 'Sortie XLR équilibrée avec switch ground lift, pré/post EQ sélectionnable', 'Distorsion harmonique totale': '< 0,5 %', 'Rapport signal sur bruit': 'Environ 78 dB', 'Connectique': 'Entrées instrument actives et passives, send/return effets, sortie directe XLR'}",https://www.samsontech.ru/netcat_files/2634_39.pdf,94.21,N/A
01K095TEN4K7CEX2Q0ENAKD3Z6,HARTKE - HA5000,Tête Basse,HA5000,"Le Hartke HA5000 est une tête d’amplification basse puissante offrant 250 watts par canal sous 4 ohms, avec une configuration bi-amp ou mono full range. Il combine préamplificateurs à lampe et à transistors, permet un réglage précis des graves, aigus et contours, intègre un égaliseur graphique 10 bandes, une compression variable et un crossover actif avec contrôle de balance pour un son flexible et personnalisé. Il inclut aussi une sortie XLR symétrique et une boucle d'effets, le tout dans un format rackable 2U compact.",650,0,8.9,48.3,0,"{'Puissance': '250 W par canal à 4 Ohms, 170 W par canal à 8 Ohms', ""Type d'amplification"": 'Bipolaire (2 amplificateurs indépendants dans un châssis)', 'Configuration': 'Bi-amp ou mono pleine bande', 'Préamplis': 'Sélectionnable entre tube et semi-conducteurs', 'Contrôles de tonalité': 'Contour de basses et aigus rotatifs', 'Égaliseur': 'Égaliseur graphique 10 bandes', 'Compression': 'Compression réglable intégrée', 'Crossover actif': 'Fréquence variable avec contrôle de balance', 'Sortie directe': 'Sortie symétrique XLR', 'Distorsion harmonique totale': 'Inférieure à 1 % à la puissance nominale', 'Rapport signal sur bruit': 'Environ 68 dB', 'Entrées': 'Jack passive/active', ""Boucle d'effets"": 'Incluse', 'Montage': 'Rack 2U', 'Particularités': 'Conception bipolaire, protection relais pour haut-parleurs, Transient Attack® circuitry'}",https://storage.googleapis.com/hartke-production/uploads/documents/5000_7000_manual.pdf,80.0,6
01K095TH7WKXVS53SV6Z9NQS8T,HARTKE - HA5500,Tête Basse,HA5500,"Le Hartke HA5500 est un ampli basse hybride de 500 watts combinant préamplis à lampe et à transistors, avec entrées passives et actives. Il intègre un égaliseur graphique 10 bandes, un compresseur variable, et des commandes de basses, aigus et contour pour un contrôle précis du son, le tout dans une esthétique vintage. Cet ampli offre une puissance puissante et un son clair adapté à divers styles de jeu.",600,48.0,8.5,34.0,6.4,"{'Puissance': '500 W à 4 ohms', 'Préamplificateurs': 'Tube (12AX7) et état solide', 'Entrées': 'Passif et actif', 'Égaliseur': 'Égaliseur graphique 10 bandes', 'Contrôle de tonalité': 'Bass, treble, contour (contrôle de fréquences basses et hautes ajustables)', 'Compression': 'Compression variable', 'Sortie directe': 'Sortie XLR', ""Boucle d'effets"": 'Oui', 'Impédance de sortie': '4 ohms (également puissance délivrée à 8 ohms : 350 W)'}",https://www.hartke.com/products/amplifiers/ha-series-amplifiers/ha5500/,93.97,N/A
01K095TKTYJN60EE7MTJTJ5ZJG,HARTKE - HA7000,Tête Basse,HA7000,"Le Hartke HA7000 est une tête d’amplificateur basse bi-amplifiée délivrant 350 watts par canal (à 4 ohms), avec des préamplis sélectionnables à lampes et à transistors, un égaliseur graphique 10 bandes, un compresseur réglable, et un crossover actif avec contrôle de balance entre fréquences hautes et basses, offrant une grande précision et flexibilité sonore.",250,0,0,0,0,"{'Puissance': '350 watts par canal à 4 ohms, 240 watts par canal à 8 ohms', 'Type de préamplificateur': 'Sélectionnable entre lampe (tube) et état solide (solid-state)', 'Égaliseur graphique': '10 bandes', 'Contrôles de tonalité': 'Potentiomètres contour basse et aiguë', 'Compresseur': 'Intégré, réglable', 'Entrées': 'Deux entrées, compatibles basses passives et actives', 'Sorties haut-parleurs': 'Quatre sorties, avec commutateur bi-amp pour séparation fréquences hautes et basses', 'Crossover actif': 'Fréquence et balance ajustables', 'Sortie directe': 'Équilibrée XLR, pré/post égaliseur sélectionnable, commutateur ground lift', ""Boucle d'effets"": 'Send et Return', 'Distorsion harmonique totale': '< 1% à la puissance nominale', 'Rapport signal sur bruit': 'Environ 78 dB', 'Fonctionnement': 'Bi-amplification ou mono plein spectre', 'Refroidissement': 'Ventilateur DC sans balais', 'Rackable': 'Oui, 2U'}",https://storage.googleapis.com/hartke-production/uploads/documents/5000_7000_manual.pdf,80.0,6
01K095TPES62FFWAHVZCJABTK2,MARSHALL - VBA400,Tête Basse,VBA400,"Amplificateur basse tout lampe Marshall VBA400 délivrant 400 watts grâce à 12 lampes, dont 8 6550 en sortie et 4 en préampli. Il offre trois positions de contour pour sculpter le médium, un égaliseur 3 bandes rotatif, et des réglages Deep et Bright pour enrichir les graves et les aigus. Entrées active/passive, boucle d'effets, sortie DI XLR avec options terre et pré/post EQ, ainsi qu'un ventilateur à vitesse réglable pour une fiabilité optimale. Idéal pour un son puissant, chaud et précis.",3500,0,0,0,0,"{'Puissance': '400 W RMS', 'Tubes de puissance': '8 x 6550', 'Tubes Préamplificateurs': '3 x ECC83, 1 x ECC82', 'Entrées': 'Active et Passive', 'Réponse en fréquence': 'Non spécifiée précisément, réglable par EQ 3 bandes', 'EQ': 'Égaliseur 3 bandes rotatif (Basses, Médiums, Aigus)', 'Contrôle de médiums': 'Sélecteur 3 positions Contour de médiums', 'Commandes supplémentaires': 'Sélecteur Deep (renforcement des basses profondes), Sélecteur Bright (accentuation des aigus), Gain, Volume master', 'Sortie DI': 'Sortie DI XLR équilibrée avec sélecteur Ground Lift et pré/post EQ', 'Loop Effets': 'Send & Return en série', 'Sorties HP': ""Sélecteur d'impédance (compatible différents haut-parleurs)"", 'Sortie Accordeur': 'Sortie accordeur avec mute', 'Ventilation': 'Sélecteur vitesse de ventilateur haute/basse pour refroidissement des tubes', 'Impédance': ""Sélecteur d'impédance (valeurs non spécifiées)"", ""Type d'amplification"": 'Amplificateur tout lampes (full tube)', 'Dimensions': '670 x 275 x 325 mm', 'Poids': '36 kg'}",https://www.drtube.com/schematics/marshall/vba400-manual.pdf,80.0,6
01K095TS12RCYQKNA9GJPZJZYP,MARKBASS - LITTLE MARK TUBE 800,Tête Basse,LITTLE MARK TUBE 800,"Ampli compact et léger (3 kg) offrant 800W à 4 ohms. Préampli hybride tube/transistor blendable pour timbres chauds ou agressifs. Égalisation 4 bandes, filtres VLE et VPF, deux entrées avec contrôle de gain indépendant, sortie XLR équilibrée.",1350,27.6,8.3,25.0,3.0,"{'Puissance de sortie': '800 W RMS à 4 ohms, 500 W RMS à 8 ohms', 'Type de préamplificateur': 'Tube / état solide mixable', ""Topologie de l'amplificateur de puissance"": 'Classe D', 'Impédance des entrées': '500 kΩ', 'Entrées': '1 entrée 1/4"" jack, 1 entrée combo XLR/1/4"" avec alimentation fantôme 48 V', 'Sorties': 'Sortie haut-parleur Speakon/1/4"" combo, sortie ligne XLR symétrique, sortie accordeur 1/4"", boucle d\'effets send/return', 'Contrôles de tonalité': 'Égaliseur 4 bandes : graves ±16dB à 40 Hz, bas-médiums ±16dB à 360 Hz, haut-médiums ±16dB à 800 Hz, aigus ±16dB à 10 kHz', 'Filtres spéciaux': 'Variable Pre-Shape Filter (VPF) à 380 Hz (cut), Vintage Loudspeaker Emulator (VLE) de 250 Hz à 20 kHz (cut)', 'Contrôles supplémentaires': 'Volume, mix préampli tube/solide, switch pré/post égalisation pour sortie, mute, Ground Lift', 'Alimentation': '230 V (nécessite transformateur dans certains pays)', 'Poids': 'environ 2.9 kg'}",https://www.markbass.it/product/little-mark-tube-800/,91.14,1
01K095TVN8AGXHAENBEDQD4TEM,MARKBASS - LITTLE MARK 800,Tête Basse,LITTLE MARK 800,"Le Markbass Little Mark 800 est un amplificateur combo compact et léger offrant 800 watts de puissance. Il combine un préampli hybride à lampes et à transistors, permettant de mixer chaleur et précision sonore. Sa simplicité d’utilisation, son égaliseur 4 bandes, son filtre variable et son émulateur d’enceinte vintage offrent un son clair, dynamique et chaleureux, idéal pour les scènes importantes et les groupes puissants. Il dispose aussi d’une sortie DI avec réglage de niveau et commutateur pré/post égaliseur, optimisant la connexion aux consoles ou enregistrement.",1350,0,0,0,0,"{'Puissance de sortie': '800 W RMS à 4 ohms / 500 W RMS à 8 ohms', ""Impédance d'entrée"": '500 kΩ', 'Impédance entrée XLR équilibrée': '100 kΩ', 'Max tension entrée': '15 Vpp (entrée 1/4""), 25 Vpp (entrée XLR équilibrée)', 'Phantom power': '48 V (sur entrée XLR)', 'Égaliseur': '4 bandes, Low 40 Hz ±16 dB, Low Mid 360 Hz ±16 dB, High Mid 800 Hz ±16 dB, High 10 kHz ±16 dB', 'Filtres supplémentaires': 'VPF (Variable Pre-shape Filter) à 380 Hz (atténuation), VLE (Vintage Loudspeaker Emulator) 250 Hz – 20 kHz (atténuation)', 'Connectique sortie ligne': 'XLR symétrique, max 20 Vpp', 'Connectique effet': 'Send/Return non équilibré, effet pré-égaliseur', 'Sortie accordeur': 'Sortie 1/4"" non équilibrée, max 2 Vpp', 'Sorties haut-parleur': 'Speakon / jack 1/4"" combo', 'Technologie préamplificateur': 'Préampli hybride à lampes et transistor, mixable', ""Type d'amplificateur de puissance"": 'Classe D', 'Commande de gain': 'Contrôle de gain individuel pour chaque entrée, de -60 dB à +23 dB', 'Contrôles': 'Volume master, niveau ligne, switch ground lift, switch pré/post EQ pour sortie DI, bouton mute', 'Alimentation': '100/120 V ; 230 V ; 240 V – 50/60 Hz', 'Caractéristiques générales': ""Réponse rapide de l'ampli, son clair et chaleureux, idéal pour grandes scènes et groupes puissants""}",https://www.markbass.it/product/little-mark-tube-800/,80.0,6
01K095TY832HMKF2XG2E6NF7BJ,MARKBASS - LITTLE MARK III,Tête Basse,LITTLE MARK III,"Le Markbass Little Mark III est un ampli compact et léger offrant une puissance de 500W sous 4 ohms, reconnu pour sa sonorité naturelle et chaleureuse qui restitue fidèlement le ton de la basse. Il intègre un préampli solide et un égaliseur 4 bandes précis, avec des fonctions avancées comme un DI à niveau réglable et un switch pré/post EQ, idéal pour le live comme pour le studio. Son format réduit favorise une grande portabilité sans compromis sur la qualité sonore.",1350,0,0,0,0,"{'Puissance de sortie': '500 W RMS à 4 ohms / 300 W RMS à 8 ohms', ""Impédance d'entrée"": '500 kOhms, tension max 15 Vpp', ""Impédance d'entrée équilibrée (XLR)"": '100 kOhms, tension max 25 Vpp', ""Impédance retour d'effet"": '33 kOhms, tension max 10 Vpp', 'Égalisation': {'Low': 'Fréquence centrale 60 Hz, niveau ±16 dB', 'Low Mid': 'Fréquence centrale 360 Hz, niveau ±16 dB', 'High Mid': 'Fréquence centrale 800 Hz, niveau ±16 dB', 'High': '5 kHz shelf, niveau ±16 dB', 'VPF (filtre pré façonné variable)': 'Fréquence centrale 380 Hz (cut)', 'VLE (émulateur haut-parleur vintage)': '250 Hz à 20 kHz (cut)'}, 'Contrôles': ['Gain : -60 dB à +23 dB', 'Master Volume', 'Niveau Line Out', 'Interrupteur Ground Lift', 'Sélecteur Pre/Post EQ'], 'Sorties': {'Line Out': 'XLR équilibré, tension max 20 Vpp', 'Send Effet': 'Unbalanced, tension max 20 Vpp (pre-EQ)', 'Tuner Out': 'Unbalanced, tension max 2 Vpp', 'Sortie haut-parleur': 'Combo Speakon / jack 1/4""'}}",https://www.markbass.it/product/little-mark-iii/,80.0,6
01K095V0VDH1BYPK83ASG972YH,MARKBASS  - TTE500 RANDY JACKSON,Tête Basse,TTE500 RANDY JACKSON,"L’ampli Markbass TTE500 Randy Jackson Signature associe le son vintage à la fiabilité moderne avec un préampli à lampes complet, un compresseur à lampes, un EQ passif 3 bandes et un filtre « Colour » tube, offrant une puissance de 500W avec une émulation innovante de l’amplification à lampes.",500,0,20.0,48.0,5.7,"{'Puissance': '500 W sous 4 ohms, 300 W sous 8 ohms', 'Préamplificateur': 'à lampes (3x ECC83 + 1x ECC81 pour le compresseur)', 'Amplificateur de puissance': 'analogique avec technologie Tube Technology Emulator (TTE)', 'Égalisation': 'passive 3 bandes (basses, médiums, aigus)', 'Contrôles supplémentaires': ""Compresseur, filtre 'Colour' tube-driven (adaptation tube du contrôle VLE)"", 'Sorties': '2 sorties haut-parleurs Speakon combo, Sortie ligne XLR', 'Impédance minimum recommandée': '4 ohms', 'Type de construction': ""Tête d'amplificateur compacte avec alimentation digitale spéciale Markbass"", 'Poids': '6 kg'}",https://www.markbass.it/product/tte-500/,80.0,6
01K095V3E01FV04XR4JP3XDHYD,MARKBASS  - MOMARK TA500,Tête Basse,MOMARK TA500,"Markbass MoMark TA 500 est une tête d’amplificateur basse modulaire alliant une puissance analogique de 500W et une grande polyvalence grâce à ses modules interchangeables. Elle intègre un préampli à lampe, un égaliseur 4 bandes avec réglages semi-paramétriques, ainsi qu’un limiteur bi-bande très performant, offrant un son chaleureux, précis et organique. Son système modulable permet d’adapter facilement le son à différents styles et situations de jeu.",680,0,0,0,0,"{'Préamplificateur': 'T1M à lampe avec mute switch et réponse en fréquence ultra-linéaire', 'Égaliseur': 'Eq42S à 4 bandes avec 2 contrôles semi-paramétriques', 'Contrôles Master': 'Contrôle de niveau principal et contrôle de niveau Line Out', 'Filtres': 'VLE (Vintage Loudspeaker Emulator) et VPF (Variable Pre-shape Filter)', 'Limiteur': 'Bi-band high-tech révolutionnaire', 'Amplificateur de puissance': 'Analogique, 500 W sous 4 Ohms / 300 W sous 8 Ohms', 'Alimentation': 'Alimentation numérique personnalisée', 'Type': ""Tête d'amplificateur modulaire avec modules interchangeables""}",https://www.markbass.it/product/momark-ta-500/,80.0,6
01K095V61WXHTBEVE2Z7W9911E,MARKBASS  - SA450,Tête Basse,SA450,"La Markbass SA450 est une tête d'amplification professionnelle compacte et légère, réputée pour sa polyvalence et sa grande précision sonore. Elle offre une puissance de 300W RMS sous 8 ohms et 500W sous 4 ohms, avec un préampli à transistors délivrant un son naturel et chaleureux. Son égaliseur 4 bandes inclut deux médiums semi-paramétriques, permettant un réglage fin du ton, complété par un filtre VPF et une simulation VLE pour des textures vintage. Elle intègre aussi des sorties balanced XLR et des fonctions pratiques comme un effet send/return, un tuner out, et un switch ground lift, rendant cet ampli idéal pour la scène et l'enregistrement. Sa simplicité de prise en main et ses fonctionnalités avancées en font un choix sûr pour bassistes exigeants.",1300,0,0,0,0,"{""Impédance d'entrée"": '500 kOhm, max. tension 9 Vpp', ""Impédance retour d'effet"": '33 kOhm, max. tension 12 Vpp', 'Puissance de sortie': '300 W RMS à 8 ohms, 500 W RMS à 4 ohms', 'Égalisation': {'LOW': 'Fréquence centrale 40 Hz, niveau ±16 dB', 'LOW-MID': 'Semi-paramétrique, fréquence 100-800 Hz, niveau ±16 dB', 'HIGH-MID': 'Semi-paramétrique, fréquence 700 Hz - 6 kHz, niveau ±16 dB', 'HIGH': 'Étagère à 10 kHz, niveau ±16 dB', 'VPF (Filtre pré-configuré variable)': 'Fréquence centrale 380 Hz (coupe)', 'VLE (Émulateur haut-parleur vintage)': 'Coupe 250 Hz - 20 kHz'}, 'Contrôles': {'GAIN': '-80 dB à +25 dB', 'Volume maître': 'Oui', 'Sortie ligne': 'Contrôle de niveau en façade', 'Switch pré/post EQ': 'Oui, sur panneau arrière', 'Switch ground lift': 'Oui, sur panneau arrière'}, 'Connectiques': {'EFFECT SEND': 'Non équilibrée, max. tension 12 Vpp (pré-EQ)', 'EFFECT RETURN': 'Non équilibrée, max. tension 12 Vpp', 'TUNER OUT': 'Non équilibrée, max. tension 2 Vpp', 'LINE OUT': 'Symétrique XLR, max. tension 25 Vpp', 'SPEAKER OUT': 'Speakon et jack 1/4""'}, 'Alimentation': '100/120 V; 230 V; 240 V, 50/60 Hz (pré-réglé selon région)'}",https://www.markbass.it/product/sa-450/,80.0,6
01K095V8N7K0QV5G142SF3TMB1,MESA BOOGIE  - 400 PLUS,Tête Basse,400 PLUS,"Le Mesa Boogie 400 Plus est un ampli basse tout à lampes de 500 watts avec une puissance fiable grâce à ses 12 tubes 6L6 et 4 tubes 12AX7. Il offre deux entrées indépendantes adaptées aux basses actives et passives, un égaliseur graphique 7 bandes paramétrique et une boucle d’effets blendable pour une grande flexibilité sonore. Son design robuste et son ventilateur à vitesse réglable assurent une durabilité et un son puissant, idéal pour les musiciens exigeants recherchant précision, attaque et dynamique.",9,48.3,13.3,35.6,19.5,"{'Puissance de sortie': '500 W à 2 Ohms', 'Amplification': 'Tout lampe (tube), Class A/B', 'Tubes de puissance': '12 x 6L6', 'Tubes de préampli': '4 x 12AX7', 'Polarisation': 'Fixe (Fixed Bias)', ""Nombre d'entrées"": '2 (une pour basse active, une pour basse passive)', 'Contrôles de volume': 'Indépendants pour chaque entrée avec fonction Pull Bright', 'Égaliseur': 'Égaliseur graphique 7 bandes, footswitchable', 'Contrôles de tonalité': 'Rotatifs traditionnels adaptés pour basse avec switches Pull Shift pour étendre la plage', ""Boucle d'effets"": ""Double boucle d'effets blendable avec points de connexion avant et arrière"", 'Sorties': 'Sortie slave, sortie XLR équilibrée 600 Ohms', 'Ventilation': 'Ventilateur avec bouton de contrôle de vitesse à 3 positions', 'Caractéristiques supplémentaires': ""Sensibilité de boucle d'effets réglable par Master et égaliseur graphique""}",https://legacy.mesaboogie.com/support/out-of-production/bass-400.html,96.73,1
